Doctor Name,Experience,Speciality,Fees,Rating,Locality,City
Dr. L.Vijay Amirtharaj,21,Dentist,500,100% ,Velachery,Chennai
Dr. Sujatha Sampath,34,Internal Medicine,1000,100% ,Greams Road,Chennai
Dr. Jayakrishnan,21,Vascular Surgeon,800,40% ,Chromepet,Chennai
Dr. Vinutha Arunachalam,33,General Physician,1000,100% ,Thousand Lights,Chennai
Ms. Ananthi,13,Psychologist,800,95% ,Aminjikarai,Chennai
Dr. M Godwin,7,Dentist,500,100% ,Tambaram,Chennai
Dr. K V Muralidharan,42,General Surgeon,700,50% ,OMR Road,Chennai
Dr. Gayathri A R,27,Pulmonologist,1500,100% ,Greams Road,Chennai
Dr. Dheeptha Shrine G,12,Psychiatrist,600,55% ,Ambattur,Chennai
Dr. C. Vijay Babu,19,General Physician,550,100% ,Velachery,Chennai
Dr. Nishat Fatima,12,Hair Transplant Surgeon,1000,100% ,T Nagar,Chennai
Dr. Abdul Ghafur,28,Internal Medicine,1000,33% ,Greams Road,Chennai
Dr. Ramalakshmi V,9,Dentist,300,100% ,Pallavaram,Chennai
Dr. Pavithra Elangovan,7,Pediatrician,400,100% ,KK Nagar,Chennai
Dr. Sathish Kumar,9,Ear-Nose-Throat (ENT) Specialist,500,100% ,Poonamalle,Chennai
Dr. Dechamma,17,Gynecologist/Obstetrician,1000,100% ,Kilpauk,Chennai
Dr. D Shakespeare,30,Internal Medicine,1000,97% ,Teynampet,Chennai
Ms. Anupama,9,Psychotherapist,900,100% ,Vadapalani,Chennai
Dr. Ravel Naveen,35,Oncologist,2000,40% ,Teynampet,Chennai
Dr. Abineya Venkatesh Kartik,13,Sports Medicine Specialist,1200,100% ,Saidapet,Chennai
Dr. Ramanan S G,35,General Physician,1500,100% ,Teynampet,Chennai
Dr. Vikram,21,General Physician,700,100% ,Kilpauk,Chennai
Dr. M. Chockalingam,25,Ophthalmologist,1000,97% ,Greams Road,Chennai
Dr. Velmurugan K,17,Pediatrician,600,100% ,Chromepet,Chennai
Dr. Ida Esther Celina.J,2,Dentist,200,100% ,Thoraipakkam,Chennai
Dr. Rajkumar Palaniappan,26,Bariatric Surgeon,1000,100% ,Greams Road,Chennai
Dr. Abirami Nayaki Rao,7,Dentist,500,100% ,Velachery,Chennai
Dr. J.Sreevidya,26,Gynecologist/Obstetrician,800,100% ,Kodambakkam,Chennai
Dr. Diana Ashok,6,Dentist,500,100% ,Velachery,Chennai
Dr. Muthukrishnan V,46,General Physician,500,100% ,Greams Road,Chennai
Dr. Aruna Rajendran,6,Pediatrician,800,100% ,Vadapalani,Chennai
Dr. Senthil Ganesh . k,21,Pediatric Surgeon,950,60% ,Saidapet,Chennai
Dr. Kirthika K S,23,Gynecologist/Obstetrician,1000,53% ,Thousand Lights,Chennai
Dr. Jimmy Shad,13,Pediatric Surgeon,600,93% ,Thousand Lights,Chennai
Dr. Ubal Dhus,25,Gastroenterologist,1500,100% ,Greams Road,Chennai
Dr. Shankari Jeyakumar,14,Dermatologist,700,100% ,OMR Road,Chennai
Dr. Vishnu Ramanujan,16,Orthopedist,500,93% ,Teynampet,Chennai
Dr. Tariq Salam,19,Dentist,1200,100% ,Anna Nagar,Chennai
Ms. Saradha,10,Speech Therapist,700,97% ,Mogappair East,Chennai
Dr. Lakshmi Aswathaman,43,Gynecologist/Obstetrician,1200,100% ,Anna Nagar,Chennai
Dr. C. Lenin,24,Orthopedist,1000,100% ,Greams Road,Chennai
Mr. B. Elayaraja,21,Psychologist,2000,100% ,Ambattur,Chennai
Dr. P.M.Keerthana,6,Homoeopath,300,100% ,Anna Nagar,Chennai
Dr. Venkataramanan Swaminathan,34,Orthopedist,700,67% ,OMR Road,Chennai
Dr. Swarna Swetha T,2,Dentist,300,100% ,Anna Nagar West,Chennai
Dr. Mathivanan,22,Psychiatrist,1000,50% ,Ambattur,Chennai
Dr. C Nivedita,15,General Surgeon,800,100% ,Vadapalani,Chennai
Dr. Pradeep K.S,12,General Physician,300,100% ,Kilpauk,Chennai
Dr. C S C Satish Kumar,14,Dentist,200,50% ,Valasaravakkam,Chennai
Dr. Sathya Devi,12,Homoeopath,450,100% ,Velachery,Chennai
Dr. Rajesh Balasubramanian,28,General Physician,1000,100% ,Greams Road,Chennai
Dr. Veda Padma Priya,20,Oncologist,1200,100% ,Anna Nagar,Chennai
Dr. S Viswanath,32,Oncologist,800,100% ,Chromepet,Chennai
Dr. Divya Bharathi M,8,Hair Transplant Surgeon,800,100% ,Anna Nagar West,Chennai
Dr. Supraja K,15,Pulmonologist,700,100% ,Kodambakkam,Chennai
Dr. Vignesh Karthick,11,Dermatologist,800,88% ,Anna Nagar,Chennai
Dr. Vijayaraghavan S,37,General Physician,700,54% ,OMR Road,Chennai
Dr. Ashok Kumar Aringondam,13,Cardiologist,800,100% ,Chromepet,Chennai
Dr. Akshaya Parthasarathy K.K.A,4,Gynecologist/Obstetrician,850,100% ,Sholinganallur,Chennai
Dr. Sundari.M   (Physiotherapist),24,Physiotherapist,1100,98% ,Kilpauk,Chennai
Dr. Binu Ninan,33,Pediatrician,500,100% ,Anna Nagar,Chennai
Dr. Dhanyan,9,Ear-Nose-Throat (ENT) Specialist,700,100% ,Anna Nagar,Chennai
Dr. Senthur Nambi,20,General Physician,1000,100% ,OMR Road,Chennai
Dr. V Rajesh,27,Cardiac Surgeon,1300,100% ,T Nagar,Chennai
Dr. Kiren Antony Kabeer,6,Cosmetologist,1000,100% ,Anna Nagar East,Chennai
Dr. Ajay Pai,11,Gastroenterologist,700,45% ,T Nagar,Chennai
Dr. Madhuram,23,Dentist,300,100% ,Kilpauk,Chennai
Dr. Ravindran Kumeran,31,General Surgeon,1000,100% ,Kilpauk,Chennai
Dr. Gopi K R,30,Oncologist,600,83% ,Chromepet,Chennai
Dr. Swamikannu M,39,Internal Medicine,1500,100% ,Anna Nagar,Chennai
Dr. Vaishali Ranganathan,5,General Physician,400,100% ,Nanganallur,Chennai
Dr. Subathira,19,Radiologist,1000,100% ,Teynampet,Chennai
Dr. Venkatesh Lakshmi,8,Dermatologist,700,100% ,Adyar,Chennai
Dr. Giridharan Shanmugam,6,General Surgeon,300,100% ,Selaiyur,Chennai
Dr. Priadarsini T,2,Dentist,500,100% ,Adyar,Chennai
Dr. Archana,13,Dentist,300,100% ,Velachery,Chennai
Dr. P.Urmila,11,Dentist,500,100% ,Nungambakkam,Chennai
Dr. Santoshi Nandigam,8,Gynecologist/Obstetrician,500,100% ,Kodambakkam,Chennai
Dr. Sanjeev Paria,10,Hair Transplant Surgeon,1000,92% ,T Nagar,Chennai
Ms. Gomathy Gowthaman,34,Dietitian/Nutritionist,750,100% ,Anna Nagar East,Chennai
Dr. Revathy,7,Dentist,300,100% ,Medavakkam,Chennai
Dr. Rohini Prasad,24,Plastic Surgeon,700,100% ,OMR Road,Chennai
Dr. Athira,11,Dentist,100,94% ,Perumbakkam,Chennai
Dr. Janet Priya   (Physiotherapist),17,Physiotherapist,500,100% ,Teynampet,Chennai
Dr. Mahesh,14,Neurologist,1500,50% ,Thousand Lights,Chennai
Dr. Kapil Mathur,22,Vascular Surgeon,700,57% ,OMR Road,Chennai
Ms. Rajalakshmi,5,Psychologist,2000,100% ,Adyar,Chennai
Dr. Naren Kumar,9,Dentist,500,67% ,Adyar,Chennai
Dr. Mangalam,16,Gynecologist/Obstetrician,750,100% ,Neelankarai,Chennai
Dr. Altamash Zubair,9,Hair Transplant Surgeon,1000,100% ,T Nagar,Chennai
Dr. Karthik Sabapathi,12,Cardiologist,850,75% ,Kodambakkam,Chennai
Dr. Venkateshwar Ravisankar,15,Ophthalmologist,500,100% ,Royapettah,Chennai
Dr. Mahendra Varman,14,Nephrologist,700,100% ,Perumbakkam,Chennai
Dr. Abdul Ahad,10,Pediatrician,1200,100% ,Thousand Lights,Chennai
Dr. Sai Krishna Vittal,30,General Physician,600,95% ,Greams Road,Chennai
Mr. Kumaran .K,12,Psychologist,1000,50% ,Ashok Nagar,Chennai
Dr. Subashini Partheeban,22,Ear-Nose-Throat (ENT) Specialist,600,94% ,Chromepet,Chennai
Dr. Arumugam C,23,Cardiothoracic Surgeon,800,100% ,OMR Road,Chennai
Dr. Preeti Raj   (PhD),15,Dietitian/Nutritionist,3000,100% ,Perungudi,Chennai
Dr. B.Suba Rajinikanth,22,Pediatrician,1200,100% ,Anna Nagar,Chennai
Dr. Nisha Miriam George,24,Pediatrician,1200,95% ,Anna Nagar,Chennai
Dr. Pratheeba,9,Pediatrician,400,100% ,MKB Nagar,Chennai
Dr. R.Sri Rajalakshmi   (Physiotherapist),17,Physiotherapist,300,100% ,Mandaveli,Chennai
Dr. M Annapoorani,14,General Surgeon,550,100% ,Velachery,Chennai
Dr. Soumya,6,Psychiatrist,1000,100% ,Pallavaram,Chennai
Dr. Ashwathy Susan Mathew,12,Oncologist,2000,100% ,Tharamani,Chennai
Dr. Manjula Rao,12,General Surgeon,2000,100% ,Tharamani,Chennai
Dr. Thiagarajan Srinivasan,17,GastroIntestinal Surgeon,1500,100% ,Anna Nagar,Chennai
Dr. Apar Jindal,17,Pulmonologist,1500,100% ,Anna Nagar,Chennai
Dr. G Chitraimalli,18,Dentist,100,100% ,Ashok Nagar,Chennai
Dr. S Nandhini,14,Gynecologist/Obstetrician,500,100% ,Kolathur,Chennai
Dr. Irfana,9,,800,50% ,Kodambakkam,Chennai
Dr. Bhagyalakshmi,9,Dentist,300,100% ,Anna Nagar,Chennai
Dr. Jaya Preethi,13,Dentist,300,100% ,Navalur,Chennai
Dr. Jameel J K A,25,General Physician,1000,97% ,Greams Road,Chennai
Dr. Santosh Mohan Rao,20,Neurosurgeon,950,63% ,Saidapet,Chennai
Dr. Mageshwari M,5,Dentist,500,99% ,Mogappair West,Chennai
Dr. Jegadeesh Sundaram,14,Pediatric Surgeon,750,98% ,Ambattur,Chennai
Dr. Rajasree S,16,Pediatrician,500,100% ,Mylapore,Chennai
Dr. Vanitha Padmanaban,13,,500,100% ,Parrys,Chennai
Dr. Santhosh Anand.K.S,9,General Physician,1000,100% ,Greams Road,Chennai
Dr. Shri Nandhini,5,Dentist,500,100% ,Royapettah,Chennai
Dr. Salai Sudhan Prabu,11,Cardiologist,850,100% ,Kodambakkam,Chennai
Dr. Elakiya Mathimaran,7,Pulmonologist,700,67% ,Kodambakkam,Chennai
Ms. Sangareswari,5,Psychologist,1200,100% ,Tambaram West,Chennai
Dr. Vairakkani,14,Nephrologist,300,67% ,Anna Nagar,Chennai
Dr. Jagadeesh Menon,9,Gastroenterologist,1000,79% ,Chromepet,Chennai
Dr. Joeimon J L,14,Gastroenterologist,500,100% ,Red Hills,Chennai
Dr. Abhijit Das,6,Oncologist,2000,100% ,Tharamani,Chennai
Dr. Ashwini Muthusamy,9,Psychiatrist,1500,98% ,Manapakkam,Chennai
Dr. Binoy John,27,Cardiologist,1000,100% ,Red Hills,Chennai
Dr. R Arunkumar   (Physiotherapist),22,Physiotherapist,500,100% ,ECR Road,Chennai
Dr. Ananth Brasanna S R,14,General Physician,500,75% ,Red Hills,Chennai
Dr. K.M.Siddharthan   (Physiotherapist),23,Physiotherapist,1000,100% ,Velachery,Chennai
Dr. V.U. Karthikeyan,5,Psychiatrist,1500,100% ,Red Hills,Chennai
Mr. A Karthikeyan,11,Psychologist,1200,100% ,Anna Nagar,Chennai
Ms. Roshni Suresh,14,Psychologist,1000,100% ,Purasawakkam,Chennai
Dr. Vilvapathy S Karthikeyan,16,General Physician,1000,100% ,Greams Road,Chennai
Dr. Deepesh Venkatraman,17,Cardiologist,1000,100% ,Greams Road,Chennai
Dr. A.Sivakumar,29,Plastic Surgeon,1000,98% ,Kilpauk,Chennai
Dr. Ravi Kant Kaushik,12,Homoeopath,450,89% ,Porur,Chennai
Dr. AM Reddy,25,Homoeopath,1500,100% ,Anna Nagar,Chennai
Doctor Name,Experience,Speciality,Fees,Rating,Locality,City
Dr. Amit Baranwal,24,Dentist,500,92% ,Dwarka Sector 6,Delhi
Dr. Radhika Sahni,27,Dentist,1000,99% ,New Friends Colony,Delhi
Dr. Dheeraj Setia,22,Dentist,500,98% ,Panchsheel Park,Delhi
Dr. Sourabh Nagpal,18,Dentist,500,98% ,Vasant Vihar,Delhi
Dr. Geetanjali Marya,36,Dentist,500,98% ,Greater Kailash Part 2,Delhi
Dr. Kapil Saroha,14,Dentist,500,97% ,Rohini,Delhi
Dr. Ajay Kumar Singh,15,Dentist,500,100% ,Dwarka Sector 11,Delhi
Dr. Karan Marya,40,Dentist,500,96% ,Greater Kailash Part 2,Delhi
Dr. Pankaj Kumar,16,General Physician,700,96% ,Dwarka Sector 9,Delhi
Dr. Varun Gogia,16,Ophthalmologist,800,99% ,Lajpat Nagar 4,Delhi
Dr. Ruchi Tandon,18,Gynecologist/Obstetrician,1000,100% ,Greater Kailash Part 1,Delhi
Dr. Sachin Ambekar,21,Laparoscopic Surgeon,1200,100% ,Nehru Place,Delhi
Dr. Dhwani Mago,16,Gynecologist/Obstetrician,1000,99% ,Greater Kailash Part 1,Delhi
Dr. Gautam Banga,18,Urologist,1500,88% ,Greater Kailash Part 1,Delhi
Dr. Shalabh Agrawal,22,Urologist,600,93% ,Uttam Nagar,Delhi
Dr. Shivani Sachdev Gour,25,Gynecologist/Obstetrician,1000,82% ,Greater Kailash Part 1,Delhi
Dr. Vishal Dutt Gour,21,Urologist,1500,89% ,Greater Kailash Part 1,Delhi
Dr. Sham Sunder,47,Nephrologist,1500,96% ,Safdarjung Enclave,Delhi
Dr. Malvika Sabharwal,42,Gynecologist/Obstetrician,1000,87% ,Karol Bagh,Delhi
Dr. Vinay Sabharwal,47,General Surgeon,800,89% ,Karol Bagh,Delhi
Dr. (Maj) Pankaj N Surange,27,Spine And Pain Specialist,1000,97% ,Dwarka Sector 19,Delhi
Dr. Abhishek Kumar Mishra,26,Orthopedist,1500,97% ,Malviya Nagar,Delhi
Dr. Shilpi Juneja,18,Gynecologist/Obstetrician,1000,92% ,Greater Kailash Part 1,Delhi
Dr. Sachin Kandhari,20,Neurosurgeon,1200,91% ,Lajpat Nagar,Delhi
Dr. Naveen Talwar,32,Orthopedist,1500,89% ,Safdarjung Enclave,Delhi
Dr. Vineet Malhotra,28,Urologist,1500,93% ,Malviya Nagar,Delhi
Dr. Pankaj Bajaj,27,Orthopedist,1200,82% ,Lajpat Nagar,Delhi
Dr. (Prof.) Nayan Kumar,49,Urologist,1500,97% ,Malviya Nagar,Delhi
Dr. Harshita Surange,26,Radiologist,1000,95% ,Dwarka Sector 19,Delhi
Dr. Juhi Agrawal,17,Plastic Surgeon,1000,100% ,Dwarka Sector 19,Delhi
Dr. Anup Sabherwal,26,Ear-Nose-Throat (ENT) Specialist,1000,92% ,Safdarjung Enclave,Delhi
Dr. Sanjay K R Chaudhary,27,Neurologist,1200,63% ,Lajpat Nagar,Delhi
Dr. Raj Kumar,22,Pulmonologist,1000,94% ,Safdarjung Enclave,Delhi
Dr. Sanyam Chaurasia,14,Orthopedist,600,79% ,Uttam Nagar,Delhi
Dr. Anil Raheja,26,Orthopedist,800,79% ,Karol Bagh,Delhi
Dr. Nikunj Bansal,22,General Surgeon,800,100% ,Karol Bagh,Delhi
Dr. Nikita Trehan,19,Gynecologist/Obstetrician,1000,87% ,New Friends Colony,Delhi
Dr. Dewaker Sharma,20,Neurosurgeon,1200,88% ,Lajpat Nagar,Delhi
Dr. Shivani Sabharwal,18,Gynecologist/Obstetrician,1000,88% ,Karol Bagh,Delhi
Dr. Rakesh Kumar,23,Orthopedist,800,100% ,Karol Bagh,Delhi
Dr. Sunil Garg,45,General Surgeon,1000,33% ,Malviya Nagar,Delhi
Dr. Sunil Kumar Gupta,22,Orthopedist,800,50% ,Karol Bagh,Delhi
Dr. Parvinder Singh Arora,17,Orthopedist,1000,100% ,Dwarka Sector 19,Delhi
Dr. Abhishek Bansal,18,Orthopedist,1200,100% ,Nehru Place,Delhi
Dr. Anil Kumar Singal,50,General Surgeon,1500,73% ,Safdarjung Enclave,Delhi
Dr. Abhishek Maru,23,General Surgeon,1000,75% ,Dwarka Sector 19,Delhi
Dr. Om Prakash Gupta,18,Orthopedist,1000,100% ,Dwarka Sector 19,Delhi
Dr. Rakesh Kumar,45,General Surgeon,1000,100% ,New Friends Colony,Delhi
Dr. Vikas Gupta,24,Spine Surgeon,1200,56% ,Lajpat Nagar,Delhi
Dr. Ajay Dua,22,Cardiologist,800,96% ,Uttam Nagar,Delhi
Dr. Ajay Madan,16,General Surgeon,500,75% ,Uttam Nagar,Delhi
Dr. Vikas Jagadish Lal Seth,28,Orthopedist,1500,67% ,New Friends Colony,Delhi
Dr. Raj Kumar,47,Orthopedist,1000,100% ,Rohini,Delhi
Dr. Deep Goel,32,Bariatric Surgeon,1500,92% ,Pusa Road,Delhi
Dr. Payal Pal   (Physiotherapist),18,Physiotherapist,500,99% ,Dwarka,Delhi
Dr. Jayant Jaswal,36,Ear-Nose-Throat (ENT) Specialist,1100,89% ,Dwarka,Delhi
Dr. Seema Sharma,29,Gynecologist/Obstetrician,1500,96% ,Rajouri Garden,Delhi
Dr. Ekta Narula,25,Dentist,600,98% ,New Rajendra Nagar,Delhi
Dr. Jalpa Jani,21,Dermatologist,1000,96% ,Greater Kailash Part 2,Delhi
Dr. Amit Agarwal,20,Laparoscopic Surgeon,500,97% ,Subhash Nagar,Delhi
Dr. Lochan Arora   (Physiotherapist),14,Physiotherapist,500,96% ,Gujranwala Town,Delhi
Dr. Mayur Dass,20,Gynecologist/Obstetrician,1100,98% ,Patparganj,Delhi
Dr. (Maj) Shubhashish Halder,26,Dentist,300,100% ,Kapashera,Delhi
Dr. Harsh Goyal,14,Dentist,500,100% ,Janakpuri,Delhi
Dr. Sudhir Seth,41,Orthopedist,1000,82% ,CR Park,Delhi
Dr. Asheesh Gupta,24,Dentist,250,95% ,Rohini,Delhi
Dr. Ranjana Gupta,27,Homoeopath,500,93% ,Dwarka,Delhi
Dr. Sachin Bansal,21,Dentist,400,99% ,Pitampura,Delhi
Dr. Anoop Jain,15,Dentist,200,99% ,Rohini,Delhi
Dr. Sunil Kumar Dwivedi,18,Homoeopath,400,93% ,Dwarka,Delhi
Dr. Deepshikha Goel   (Physiotherapist),18,Physiotherapist,500,100% ,Anand Vihar,Delhi
Dr. Ajay K Tiwari,36,Pediatrician,800,100% ,Vikas Puri,Delhi
Dr. Priya,15,Dentist,500,75% ,Pitampura,Delhi
Dr. Darsh Goyal,18,Orthopedist,500,96% ,Janakpuri,Delhi
Dr. Davinder Pal Singh,20,Dentist,400,98% ,Mukherjee Nagar,Delhi
Dr. Vivek Agarwal,32,Orthopedist,800,88% ,Chitra Vihar,Delhi
Dr. Prashant Ojha,17,Dentist,300,91% ,Saket,Delhi
Dr. Pooja Choudhary,23,Gynecologist/Obstetrician,900,96% ,Safdarjung Enclave,Delhi
Dr. Rajeev Aggarwal,24,Dentist,800,99% ,Vasant Kunj,Delhi
Dr. Prateek Bhandari,15,Dentist,350,100% ,Krishna Nagar,Delhi
Dr. Neeru Chugh Dhingra,21,Ear-Nose-Throat (ENT) Specialist,700,97% ,Pitampura,Delhi
Dr. Vishal Arya,25,Dentist,500,98% ,Pitampura,Delhi
Dr. Rahul Kamra,27,Dentist,500,98% ,Vikas Puri,Delhi
Dr. Raman Jain,23,Spine Surgeon,800,96% ,Rohini,Delhi
Dr. Akta Bajaj,26,Gynecologist/Obstetrician,700,96% ,Paschim Vihar,Delhi
Dr. Kapil Gandhi,26,Dentist,800,98% ,CR Park,Delhi
Dr. Manish Kalra,26,Dentist,700,97% ,Lajpat Nagar,Delhi
Dr. Priya Oberoi,22,Dentist,500,97% ,Kalkaji,Delhi
Dr. Shilpa Dhameja,21,Gynecologist/Obstetrician,800,98% ,Vasant Kunj,Delhi
Dr. Ashish Bansal,12,Dentist,400,98% ,Pitampura,Delhi
Dr. Mamta Mishra,30,Gynecologist/Obstetrician,1200,98% ,Vasant Kunj,Delhi
Dr. Lalit K Garg,17,Orthopedist,800,89% ,Vasant Kunj,Delhi
Dr. Rohit Yadav,11,Dentist,300,100% ,Dwarka Sector 23,Delhi
Dr. Ritu S Bhola,19,Dentist,500,91% ,Vishnu Garden,Delhi
Dr. Srijan Shilpi,11,Dentist,300,97% ,Saket,Delhi
Dr. (Major) Vipin Kakar Retd,34,Ear-Nose-Throat (ENT) Specialist,1200,95% ,Pitampura,Delhi
Dr. Amit Kumar Gupta,21,Dentist,500,98% ,Yamuna Vihar,Delhi
Dr. Sunny Sehgal,13,General Physician,500,94% ,Laxmi Nagar,Delhi
Dr. Anita Yadav,7,Dentist,300,100% ,Lajpat Nagar,Delhi
Dr. Neeti Sharma,13,Dentist,350,96% ,Katwaria Sarai,Delhi
Dr. Aman Sachdev,12,Dentist,500,100% ,Paschim Vihar,Delhi
Dr. Yachna Grover,31,Gynecologist/Obstetrician,1200,98% ,Greater Kailash Part 2,Delhi
Dr. Sarita Sharma,21,Pediatrician,800,97% ,Sarvodaya Enclave,Delhi
Dr. Anirban Biswas,21,Diabetologist,1000,90% ,CR Park,Delhi
Dr. Atul Gupta,24,Dentist,1000,95% ,Ashok Vihar,Delhi
Dr. Nisha Gupta,18,Dentist,500,100% ,Yamuna Vihar,Delhi
Dr. Samvedna Sindwani,14,Gynecologist/Obstetrician,600,96% ,Vikas Puri,Delhi
Dr. Namrata Sharma,13,Dentist,700,100% ,Vasant Kunj,Delhi
Dr. Poonam Yadav,10,Dentist,500,100% ,Dwarka,Delhi
Dr. Vibhuti,13,Ear-Nose-Throat (ENT) Specialist,800,96% ,Lajpat Nagar,Delhi
Dr. Rekha Sharma,21,Dentist,600,100% ,Mayur Vihar Ph-II,Delhi
Dr. Vidhi Walia Mishra,10,Dentist,400,98% ,Preet Vihar,Delhi
Dr. Amandeep Singh Arora,9,Dentist,500,99% ,Vasant Vihar,Delhi
Dr. Aditya Kumar Singhal,12,Orthopedist,500,89% ,Rohini Sector 7,Delhi
Dr. Dharna Gupta,14,Gynecologist/Obstetrician,700,96% ,Dwarka Sector 22,Delhi
Dr. Amit Sagar,15,Dentist,700,99% ,Vasant Kunj,Delhi
Dr. Piyush Malik,15,Dentist,500,100% ,Dwarka Sector 7,Delhi
Dr. Kunal Aneja,10,Orthopedist,800,100% ,Rohini,Delhi
Dr. Neetan Sachdeva,25,Orthopedist,900,96% ,Pitampura,Delhi
Dr. Bhagwat N Rajput,16,Psychiatrist,1500,98% ,Dwarka,Delhi
Dr. Shweta Bhandari,15,Homoeopath,1000,96% ,Krishna Nagar,Delhi
Dr. Ankit Aggarwal   (Physiotherapist),15,Physiotherapist,1000,99% ,Safdarjung Enclave,Delhi
Dr. L C Sunda,41,Psychiatrist,1800,100% ,Paschim Vihar,Delhi
Dr. Usha Gupta,40,General Practitioner,600,95% ,Jhilmil Colony,Delhi
Dr. Shikhar Gupta,11,Ear-Nose-Throat (ENT) Specialist,700,98% ,Rohini Sector 9,Delhi
Dr. Ajay Arora,32,Dentist,500,100% ,Patparganj,Delhi
Dr. Neelesh Tiwari,22,Psychiatrist,2000,94% ,Janakpuri,Delhi
Dr. Anupama Khanna,32,General Physician,1000,96% ,Dwarka,Delhi
Dr. Nidhi Walia,10,Dentist,400,100% ,Preet Vihar,Delhi
Dr. Ankita Bali,8,Homoeopath,99,100% ,Connaught Place,Delhi
Dr. Gagan Anand,8,Internal Medicine,1100,88% ,Pusa Road,Delhi
Dr. Ajay Aggarwal,22,Cardiologist,1000,97% ,Ashok Vihar,Delhi
Dr. Adosh Lall,30,Dentist,500,91% ,Pitampura,Delhi
Dr. Ritika Gupta   (Physiotherapist),5,Physiotherapist,700,99% ,Safdarjung Enclave,Delhi
Dr. Shikha Goel,17,Dentist,500,98% ,Malviya Nagar,Delhi
Dr. Pratima Grover,38,Homoeopath,500,98% ,Mayur Vihar Ph-I,Delhi
Dr. Harmesh Kapoor,27,Orthopedist,800,93% ,Paschim Vihar,Delhi
Dr. Ruchi Malhotra,31,Gynecologist/Obstetrician,700,92% ,Kingsway Camp,Delhi
Dr. Shriyans Jain,18,Sexologist,900,81% ,Karol Bagh,Delhi
Dr. Kunal A Batra   (Physiotherapist),14,Physiotherapist,500,97% ,Rohini,Delhi
Dr. Vineet Mittal,21,General Physician,600,99% ,Rohini,Delhi
Dr. Kapil Garella,27,Dentist,500,100% ,Paschim Vihar,Delhi
Dr. R K Raman,14,General Physician,600,100% ,Uttam Nagar,Delhi
Dr. Manju Aggarwal,23,Gynecologist/Obstetrician,800,96% ,Pitampura,Delhi
Dr. Rajnish Sethi,21,Orthopedist,800,96% ,Dwarka Sector 8,Delhi
Dr. Anika Gupta,13,Homoeopath,500,100% ,Rohini Sector 11,Delhi
Dr. Ankur Sharma,11,Orthopedist,500,100% ,Rohini Sector 24,Delhi
Dr. Dipti K Yadav,28,Gynecologist/Obstetrician,800,85% ,Dwarka Sector 12,Delhi
Dr. Bhabatosh Das,7,Laparoscopic Surgeon,1200,100% ,Moti Nagar,Delhi
Dr. Mahesh Shah,54,Ayurveda,200,93% ,Patel Nagar East,Delhi
Dr. Priyanka Jain,50,Dentist,1200,99% ,Rohini Sector 24,Delhi
Dr. Rajni Sharma,11,Cardiologist,300,75% ,Patel Nagar,Delhi
Dr. Deepak Arora,17,Orthopedist,800,100% ,Patparganj,Delhi
Dr. Anurag Tandon,34,Ear-Nose-Throat (ENT) Specialist,1200,55% ,Patparganj,Delhi
Dr. Manish Sarkar,21,Psychiatrist,2000,95% ,CR Park,Delhi
Dr. Deepika Gulati,21,Pediatrician,750,95% ,Janakpuri,Delhi
Dr. Poonam N Tara Thakur,29,Gynecologist/Obstetrician,2100,92% ,Panchsheel Park,Delhi
Dr. Charu Awasthi   (Physiotherapist),15,Physiotherapist,300,100% ,Dwarka,Delhi
Dr. Subhima Bhalla,12,Dentist,500,100% ,Nizamuddin East,Delhi
Dr. Ashish Chopra,11,Orthopedist,600,94% ,East Of Kailash,Delhi
Mr. Dharmendra Kumar,19,Speech Therapist,1200,100% ,Vasant Kunj,Delhi
Dr. Vinay Kumar Rai,16,Pediatrician,1200,100% ,Kailash Colony,Delhi
Dr. Gagan Khanna,19,Dentist,500,100% ,Janakpuri,Delhi
Dr. Swati Mehrotra,12,Gynecologist/Obstetrician,600,100% ,Naraina Vihar,Delhi
Dr. Mahima Wadhwa,12,Dermatologist,800,100% ,Shalimar Bagh,Delhi
Dr. Kailash Nath Gupta,28,Pulmonologist,800,93% ,Dwarka,Delhi
Dr. Rajesh Kansal,39,General Physician,500,98% ,Paschim Vihar,Delhi
Dr. Sai Kiran Chaudhari,27,Pulmonologist,700,89% ,Anand Vihar,Delhi
Dr. Amit Parashar,15,Dentist,700,50% ,Greater Kailash Part 1,Delhi
Dr. A J Kanwar,52,Dermatologist,1500,96% ,Greater Kailash Part 1,Delhi
Dr. Himanshu Verma,7,Ayurveda,500,100% ,Laxmi Nagar,Delhi
Dr. Nilotpala Mohanty,23,Gynecologist/Obstetrician,700,91% ,Chattarpur,Delhi
Dr. Bhim Singh,9,Sports Medicine Specialist,1500,100% ,Hauz Khas,Delhi
Dr. Manish Singla,21,Urologist,1200,75% ,Kalkaji,Delhi
Dr. Nitika Nijhara,8,Dermatologist,1100,97% ,Patel Nagar East,Delhi
Dr. Vineeta Rajput,23,Pediatrician,700,83% ,Janakpuri,Delhi
Dr. Anuja,25,Dentist,400,100% ,Chitra Vihar,Delhi
Dr. Stuti Ranjan Chawla,24,Gynecologist/Obstetrician,600,97% ,Dwarka,Delhi
Dr. Anuj Sharma   (Physiotherapist),11,Physiotherapist,400,100% ,Dilshad Garden,Delhi
Dr. Neelam Verma,15,Dentist,300,100% ,Durga Puri,Delhi
Dr. Sumanto Bagchi,17,Dentist,500,99% ,Dwarka,Delhi
